step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1993.76	14.02ms	45.28ms	0
2200	2197.59	15.98ms	39.36ms	0
2400	2374.72	18.84ms	46.14ms	0
2600	2580.15	19.50ms	46.08ms	0
2800	2794.59	33.45ms	74.24ms	0
3000	2961.26	40.27ms	105.15ms	0
3200	3163.81	50.97ms	126.14ms	0
3400	3355.46	95.81ms	206.85ms	0
3600	3543.07	940.38ms	1.85s	0
3800	3685.64	953.44ms	1.78s	0
4000	3620.82	2.89s	5.71s	0
