step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1995.34	13.30ms	40.42ms	0
2200	2197.26	23.47ms	56.96ms	0
2400	2374.68	24.32ms	55.36ms	0
2600	2578.13	17.63ms	42.91ms	0
2800	2795.95	29.76ms	62.21ms	0
3000	2960.08	33.69ms	76.48ms	0
3200	3156.21	53.21ms	220.41ms	0
3400	3355.47	79.30ms	200.45ms	0
3600	3562.48	142.23ms	341.25ms	0
3800	3636.97	1.85s	3.19s	0
4000	3518.16	3.78s	9.23s	0
