phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	535m	147Mi	741m	12916Mi	16m	72Mi
11m	69Mi
14m	65Mi
11m	68Mi
12m	66Mi
11m	70Mi
12m	63Mi
27m	81Mi
12m	57Mi
running	10s		65m	12920Mi	9m	73Mi
8m	69Mi
8m	65Mi
8m	68Mi
7m	66Mi
7m	70Mi
7m	63Mi
10m	81Mi
9m	57Mi
running	21s		65m	12920Mi	9m	73Mi
8m	69Mi
8m	65Mi
8m	68Mi
7m	66Mi
7m	70Mi
7m	63Mi
10m	81Mi
9m	57Mi
running	31s	799m	35Mi	1484m	13117Mi	56m	70Mi
39m	69Mi
35m	65Mi
37m	68Mi
45m	66Mi
39m	68Mi
37m	63Mi
76m	73Mi
43m	58Mi
running	41s	794m	36Mi	1829m	13218Mi	55m	65Mi
42m	66Mi
39m	66Mi
39m	60Mi
51m	65Mi
36m	68Mi
44m	59Mi
78m	74Mi
47m	58Mi
running	52s	835m	38Mi	1756m	13294Mi	54m	65Mi
34m	66Mi
35m	65Mi
38m	60Mi
47m	65Mi
39m	68Mi
37m	60Mi
83m	72Mi
41m	58Mi
running	62s	835m	38Mi	1756m	13294Mi	54m	65Mi
34m	66Mi
35m	65Mi
38m	60Mi
47m	65Mi
39m	68Mi
37m	60Mi
83m	72Mi
41m	58Mi
running	72s	1068m	103Mi	917m	13331Mi	54m	65Mi
37m	66Mi
39m	61Mi
43m	63Mi
48m	61Mi
43m	59Mi
43m	60Mi
86m	75Mi
44m	58Mi
running	83s	5091m	353Mi	9996m	14402Mi	112m	72Mi
64m	68Mi
58m	61Mi
60m	67Mi
85m	65Mi
64m	64Mi
63m	61Mi
257m	86Mi
48m	55Mi
running	93s	5091m	353Mi	9996m	14402Mi	112m	72Mi
64m	68Mi
58m	61Mi
60m	67Mi
85m	65Mi
64m	64Mi
63m	61Mi
257m	86Mi
48m	55Mi
running	103s	5043m	320Mi	10397m	15601Mi	107m	73Mi
59m	69Mi
57m	63Mi
63m	68Mi
85m	69Mi
66m	66Mi
65m	70Mi
258m	74Mi
42m	55Mi
running	114s	4642m	366Mi	11304m	16701Mi	109m	71Mi
58m	70Mi
57m	64Mi
59m	67Mi
83m	68Mi
65m	66Mi
64m	70Mi
252m	74Mi
45m	54Mi
running	124s	4642m	366Mi	11304m	16701Mi	109m	71Mi
58m	70Mi
57m	64Mi
59m	67Mi
83m	68Mi
65m	66Mi
64m	70Mi
252m	74Mi
45m	54Mi
running	134s	3542m	540Mi	11222m	17904Mi	107m	75Mi
61m	68Mi
56m	64Mi
59m	67Mi
83m	67Mi
62m	66Mi
62m	71Mi
247m	88Mi
41m	54Mi
running	145s	1573m	379Mi	10495m	15047Mi	6m	75Mi
5m	68Mi
6m	64Mi
7m	67Mi
5m	67Mi
6m	66Mi
7m	70Mi
6m	88Mi
5m	54Mi
running	155s	1573m	379Mi	10495m	15047Mi	6m	75Mi
5m	68Mi
6m	64Mi
7m	67Mi
5m	67Mi
6m	66Mi
7m	70Mi
6m	88Mi
5m	54Mi
running	165s	4126m	377Mi	8268m	15633Mi	90m	72Mi
50m	70Mi
52m	66Mi
49m	67Mi
70m	67Mi
56m	66Mi
55m	67Mi
195m	81Mi
51m	58Mi
running	176s	4117m	397Mi	9418m	16529Mi	96m	72Mi
52m	71Mi
54m	64Mi
54m	70Mi
75m	73Mi
57m	67Mi
56m	67Mi
202m	79Mi
43m	59Mi
running	186s	4117m	397Mi	9418m	16529Mi	96m	72Mi
52m	71Mi
54m	64Mi
54m	70Mi
75m	73Mi
57m	67Mi
56m	67Mi
202m	79Mi
43m	59Mi
running	196s	4357m	348Mi	9249m	16467Mi	95m	72Mi
49m	71Mi
48m	64Mi
53m	67Mi
80m	73Mi
58m	67Mi
56m	67Mi
201m	73Mi
45m	58Mi
running	206s	4226m	335Mi	9340m	17380Mi	96m	72Mi
52m	68Mi
52m	64Mi
52m	67Mi
73m	67Mi
55m	67Mi
55m	67Mi
204m	71Mi
44m	58Mi
running	217s	4018m	391Mi	9319m	18448Mi	96m	72Mi
50m	68Mi
54m	65Mi
55m	67Mi
72m	67Mi
58m	67Mi
57m	68Mi
199m	84Mi
43m	58Mi
running	227s	4018m	391Mi	9319m	18448Mi	96m	72Mi
50m	68Mi
54m	65Mi
55m	67Mi
72m	67Mi
58m	67Mi
57m	68Mi
199m	84Mi
43m	58Mi
running	237s	3281m	468Mi	8726m	15970Mi	91m	75Mi
50m	68Mi
54m	66Mi
55m	69Mi
74m	67Mi
57m	67Mi
57m	70Mi
200m	78Mi
48m	57Mi
running	248s	4624m	258Mi	10856m	16682Mi	95m	75Mi
52m	68Mi
54m	66Mi
54m	68Mi
76m	68Mi
59m	67Mi
55m	70Mi
202m	71Mi
42m	57Mi
running	258s	4624m	258Mi	10856m	16682Mi	95m	75Mi
52m	68Mi
54m	66Mi
54m	68Mi
76m	68Mi
59m	67Mi
55m	70Mi
202m	71Mi
42m	57Mi
running	269s	4231m	340Mi	9179m	17556Mi	93m	72Mi
51m	68Mi
53m	66Mi
52m	68Mi
70m	68Mi
60m	66Mi
56m	72Mi
201m	79Mi
49m	55Mi
running	279s	4019m	320Mi	9971m	17754Mi	93m	72Mi
