step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.63	15.99ms	43.29ms	0
2200	2197.08	18.13ms	48.86ms	0
2400	2373.05	18.84ms	43.62ms	0
2600	2579.63	32.45ms	70.65ms	0
2800	2795.82	29.82ms	80.13ms	0
3000	2955.95	49.58ms	113.79ms	0
3200	3162.13	92.08ms	253.05ms	0
3400	3354.42	314.33ms	851.46ms	0
3600	3502.99	1.67s	2.88s	0
3800	3702.47	1.18s	2.36s	0
4000	3565.35	3.59s	8.20s	0
