step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.56	12.54ms	38.01ms	0
2200	2196.51	17.11ms	43.39ms	0
2400	2374.59	27.70ms	63.62ms	0
2600	2581.07	35.30ms	119.10ms	0
2800	2794.33	37.44ms	182.91ms	0
3000	2959.40	49.22ms	238.59ms	0
3200	3162.13	93.05ms	386.56ms	0
3400	3356.05	730.46ms	2.08s	0
3600	3531.64	627.57ms	1.33s	0
3800	3629.78	1.55s	2.58s	0
4000	3515.28	3.57s	7.27s	0
