step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.18	13.82ms	42.43ms	0
2200	2190.94	21.32ms	53.12ms	0
2400	2373.48	19.30ms	44.93ms	0
2600	2579.92	29.50ms	69.06ms	0
2800	2792.36	35.75ms	95.29ms	0
3000	2957.03	55.10ms	149.76ms	0
3200	3164.38	126.69ms	350.98ms	0
3400	3355.79	238.49ms	591.87ms	0
3600	3502.39	891.62ms	1.79s	0
3800	3660.59	1.53s	2.17s	0
4000	3541.53	3.19s	6.93s	0
