step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.03	14.17ms	43.36ms	0
2200	2195.73	20.08ms	48.96ms	0
2400	2371.75	30.50ms	65.79ms	0
2600	2580.70	22.30ms	47.81ms	0
2800	2792.45	36.43ms	90.62ms	0
3000	2956.52	47.54ms	119.10ms	0
3200	3163.86	112.78ms	225.79ms	0
3400	3355.27	363.78ms	1.03s	0
3600	3536.92	1.14s	2.17s	0
3800	3530.64	2.08s	4.28s	0
4000	3518.45	3.31s	7.11s	0
