step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.02	17.93ms	46.49ms	0
2200	2197.66	20.17ms	49.38ms	0
2400	2369.13	17.59ms	43.46ms	0
2600	2577.51	20.84ms	45.95ms	0
2800	2792.40	26.18ms	59.46ms	0
3000	2961.40	40.85ms	92.22ms	0
3200	3163.81	54.83ms	137.60ms	0
3400	3356.42	116.62ms	241.66ms	0
3600	3562.60	251.58ms	484.86ms	0
3800	3711.09	758.24ms	1.33s	0
4000	3598.91	2.96s	6.08s	0
