step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.72	13.58ms	39.07ms	0
2200	2195.55	19.83ms	46.46ms	0
2400	2374.44	27.80ms	60.00ms	0
2600	2577.19	32.29ms	63.58ms	0
2800	2793.66	55.42ms	296.45ms	0
3000	2961.99	42.84ms	107.46ms	0
3200	3160.22	58.78ms	177.15ms	0
3400	3356.72	172.92ms	469.76ms	0
3600	3543.63	477.51ms	1.02s	0
3800	3688.29	1.10s	1.91s	0
4000	3479.17	4.31s	7.88s	0
