step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.94	17.33ms	45.73ms	0
2200	2193.84	23.05ms	56.86ms	0
2400	2371.96	28.52ms	61.38ms	0
2600	2580.20	32.05ms	68.54ms	0
2800	2789.22	31.81ms	96.57ms	0
3000	2959.45	47.00ms	137.09ms	0
3200	3157.90	84.03ms	219.65ms	0
3400	3357.11	425.18ms	1.15s	0
3600	3420.96	1.23s	2.85s	0
3800	3549.46	2.37s	4.37s	0
4000	3642.74	2.78s	7.75s	0
