step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1995.10	19.50ms	54.49ms	0
2200	2196.55	20.75ms	50.53ms	0
2400	2372.95	24.34ms	53.85ms	0
2600	2580.69	21.73ms	47.04ms	0
2800	2793.64	22.83ms	65.44ms	0
3000	2959.44	40.84ms	86.33ms	0
3200	3157.47	44.75ms	113.98ms	0
3400	3353.40	78.14ms	188.16ms	0
3600	3560.70	141.78ms	345.86ms	0
3800	3672.33	1.04s	2.59s	0
4000	3546.66	3.58s	8.75s	0
