step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.41	16.87ms	51.13ms	0
2200	2196.51	15.18ms	39.49ms	0
2400	2373.85	26.40ms	66.94ms	0
2600	2578.34	46.34ms	116.10ms	0
2800	2793.24	65.71ms	184.96ms	0
3000	2917.99	206.73ms	1.10s	0
3200	2165.08	8.72s	18.66s	0
3400	1522.80	17.67s	32.13s	0
3600	1535.56	19.80s	34.05s	0
3800	1238.54	23.43s	39.78s	0
4000	1328.94	22.52s	39.39s	2
