step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1991.71	17.85ms	43.58ms	0
2200	2195.09	17.54ms	48.03ms	0
2400	2374.37	23.75ms	60.26ms	0
2600	2573.27	40.88ms	105.09ms	0
2800	2792.68	68.26ms	221.70ms	0
3000	2889.61	293.46ms	1.20s	0
3200	2184.17	9.69s	18.28s	0
3400	1445.29	18.24s	33.98s	0
3600	1309.06	22.28s	37.85s	0
3800	1186.59	24.51s	41.06s	0
4000	1335.35	22.90s	39.88s	0
