step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.87	18.27ms	51.07ms	0
2200	2194.90	17.98ms	44.03ms	0
2400	2373.80	24.53ms	53.89ms	0
2600	2575.14	22.60ms	48.77ms	0
2800	2791.88	35.26ms	92.10ms	0
3000	2962.15	62.42ms	159.87ms	0
3200	3164.86	120.05ms	246.27ms	0
3400	3355.05	244.86ms	745.98ms	0
3600	3541.99	339.02ms	660.48ms	0
3800	3555.83	2.58s	3.91s	0
4000	3606.06	2.40s	5.91s	0
