step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.59	14.31ms	44.45ms	0
2200	2197.75	16.27ms	40.93ms	0
2400	2374.50	23.31ms	55.23ms	0
2600	2577.30	24.42ms	54.94ms	0
2800	2790.23	30.49ms	66.62ms	0
3000	2957.05	40.51ms	85.69ms	0
3200	3159.31	43.23ms	116.03ms	0
3400	3349.00	106.41ms	269.31ms	0
3600	3564.30	260.95ms	491.01ms	0
3800	3621.11	1.81s	2.95s	0
4000	3620.89	2.64s	5.49s	0
