step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.81	18.47ms	48.29ms	0
2200	2196.92	23.89ms	54.27ms	0
2400	2371.65	21.15ms	52.29ms	0
2600	2580.05	24.03ms	64.16ms	0
2800	2790.94	28.04ms	71.68ms	0
3000	2962.03	120.13ms	502.53ms	0
3200	3162.77	175.24ms	702.97ms	0
3400	3358.09	580.70ms	1.58s	0
3600	3505.38	1.25s	1.95s	0
3800	3561.17	1.90s	4.08s	0
4000	3509.19	3.23s	8.95s	0
