step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1994.94	12.07ms	34.88ms	0
2200	2195.93	20.86ms	52.45ms	0
2400	2372.18	16.19ms	40.67ms	0
2600	2578.48	17.93ms	41.12ms	0
2800	2790.96	25.64ms	64.86ms	0
3000	2961.88	48.70ms	99.97ms	0
3200	3157.19	49.57ms	134.01ms	0
3400	3356.11	96.67ms	207.49ms	0
3600	3563.38	181.04ms	421.12ms	0
3800	3663.15	1.21s	2.58s	0
4000	3588.36	3.33s	8.33s	0
