phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	2m	29Mi	8m	5286Mi	7m	32Mi
8m	35Mi
5m	32Mi
5m	33Mi
5m	32Mi
6m	32Mi
6m	32Mi
7m	33Mi
5m	32Mi
running	11s		8m	5286Mi	7m	32Mi
8m	35Mi
5m	32Mi
5m	33Mi
5m	32Mi
6m	32Mi
6m	32Mi
7m	33Mi
5m	32Mi
running	21s		440m	5298Mi	22m	38Mi
16m	39Mi
14m	33Mi
17m	38Mi
18m	36Mi
16m	35Mi
16m	36Mi
33m	44Mi
18m	35Mi
running	31s	872m	36Mi	960m	5333Mi	55m	47Mi
41m	47Mi
38m	43Mi
40m	45Mi
45m	42Mi
41m	46Mi
42m	45Mi
84m	59Mi
45m	40Mi
running	42s	891m	32Mi	992m	5368Mi	56m	56Mi
37m	47Mi
35m	43Mi
32m	45Mi
42m	48Mi
36m	47Mi
36m	47Mi
81m	68Mi
50m	43Mi
running	52s	891m	32Mi	992m	5368Mi	56m	56Mi
37m	47Mi
35m	43Mi
32m	45Mi
42m	48Mi
36m	47Mi
36m	47Mi
81m	68Mi
50m	43Mi
running	62s	848m	39Mi	1085m	5403Mi	58m	60Mi
39m	53Mi
39m	51Mi
34m	49Mi
49m	52Mi
42m	54Mi
42m	54Mi
78m	69Mi
44m	43Mi
running	73s	2528m	312Mi	3368m	5691Mi	76m	66Mi
47m	57Mi
43m	55Mi
47m	53Mi
61m	56Mi
49m	57Mi
49m	57Mi
138m	82Mi
45m	48Mi
running	83s	2528m	312Mi	3368m	5691Mi	76m	66Mi
47m	57Mi
43m	55Mi
47m	53Mi
61m	56Mi
49m	57Mi
49m	57Mi
138m	82Mi
45m	48Mi
running	93s	5325m	368Mi	10542m	6551Mi	109m	74Mi
57m	59Mi
56m	57Mi
61m	54Mi
89m	63Mi
65m	66Mi
63m	62Mi
250m	83Mi
47m	49Mi
running	103s	5438m	357Mi	9745m	7470Mi	114m	76Mi
63m	63Mi
59m	62Mi
57m	61Mi
89m	68Mi
68m	66Mi
66m	63Mi
251m	93Mi
45m	50Mi
running	114s	5438m	357Mi	9745m	7470Mi	114m	76Mi
63m	63Mi
59m	62Mi
57m	61Mi
89m	68Mi
68m	66Mi
66m	63Mi
251m	93Mi
45m	50Mi
running	124s	5183m	418Mi	9880m	8418Mi	116m	68Mi
58m	64Mi
58m	62Mi
65m	62Mi
93m	72Mi
67m	66Mi
64m	63Mi
251m	86Mi
48m	51Mi
running	134s	3537m	405Mi	9624m	9444Mi	71m	72Mi
41m	64Mi
41m	62Mi
49m	67Mi
58m	69Mi
45m	65Mi
43m	66Mi
176m	87Mi
30m	51Mi
running	145s	3537m	405Mi	9624m	9444Mi	71m	72Mi
41m	64Mi
41m	62Mi
49m	67Mi
58m	69Mi
45m	65Mi
43m	66Mi
176m	87Mi
30m	51Mi
running	155s	780m	157Mi	4430m	7141Mi	30m	72Mi
19m	64Mi
20m	63Mi
20m	68Mi
22m	69Mi
18m	65Mi
23m	66Mi
49m	88Mi
21m	51Mi
running	165s	2078m	185Mi	2447m	7353Mi	63m	71Mi
43m	65Mi
44m	66Mi
42m	65Mi
49m	70Mi
40m	65Mi
41m	66Mi
112m	75Mi
49m	51Mi
running	176s	2078m	185Mi	2447m	7353Mi	63m	71Mi
43m	65Mi
44m	66Mi
42m	65Mi
49m	70Mi
40m	65Mi
41m	66Mi
112m	75Mi
49m	51Mi
running	186s	2074m	202Mi	1814m	7526Mi	63m	68Mi
38m	65Mi
37m	66Mi
38m	65Mi
52m	63Mi
42m	61Mi
44m	63Mi
115m	75Mi
45m	51Mi
running	196s	2128m	186Mi	1884m	7705Mi	63m	71Mi
42m	61Mi
41m	66Mi
44m	62Mi
49m	62Mi
44m	60Mi
40m	63Mi
115m	73Mi
48m	51Mi
running	207s	2054m	189Mi	1764m	7879Mi	61m	74Mi
39m	61Mi
41m	58Mi
43m	57Mi
49m	62Mi
40m	62Mi
44m	58Mi
117m	80Mi
57m	56Mi
running	217s	2054m	189Mi	1764m	7879Mi	61m	74Mi
39m	61Mi
41m	58Mi
43m	57Mi
49m	62Mi
40m	62Mi
44m	58Mi
117m	80Mi
57m	56Mi
running	227s	1990m	225Mi	3078m	8162Mi	69m	69Mi
41m	61Mi
37m	59Mi
40m	57Mi
46m	62Mi
43m	63Mi
41m	58Mi
116m	73Mi
46m	55Mi
running	238s	2083m	185Mi	2281m	8350Mi	66m	68Mi
42m	59Mi
41m	59Mi
42m	57Mi
52m	67Mi
42m	60Mi
40m	58Mi
111m	81Mi
51m	56Mi
running	248s	2083m	185Mi	2281m	8350Mi	66m	68Mi
42m	59Mi
41m	59Mi
42m	57Mi
52m	67Mi
42m	60Mi
40m	58Mi
111m	81Mi
51m	56Mi
running	258s	2086m	201Mi	2132m	8542Mi	63m	68Mi
38m	59Mi
39m	59Mi
43m	57Mi
50m	64Mi
40m	60Mi
43m	58Mi
115m	72Mi
48m	56Mi
running	269s	2065m	183Mi	2577m	8796Mi	71m	68Mi
42m	59Mi
39m	58Mi
41m	58Mi
50m	64Mi
42m	58Mi
