step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.98	12.86ms	42.53ms	0
2200	2196.84	16.49ms	41.73ms	0
2400	2372.64	32.37ms	81.28ms	0
2600	2575.70	47.87ms	138.49ms	0
2800	2784.64	102.43ms	331.01ms	0
3000	2658.36	2.97s	6.89s	0
3200	2075.38	11.38s	20.64s	0
3400	1498.08	20.45s	33.08s	0
3600	1331.96	21.47s	37.36s	0
3800	1262.63	22.96s	39.71s	1
4000	1428.87	22.04s	38.37s	4
