step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1994.36	21.51ms	53.15ms	0
2200	2196.00	24.47ms	57.82ms	0
2400	2375.16	30.02ms	60.29ms	0
2600	2578.22	25.52ms	57.44ms	0
2800	2793.27	41.66ms	97.02ms	0
3000	2960.97	54.71ms	141.82ms	0
3200	3163.64	102.55ms	234.49ms	0
3400	3352.04	201.04ms	475.14ms	0
3600	3513.34	2.36s	3.29s	0
3800	3632.05	1.17s	2.60s	0
4000	3608.77	2.71s	6.05s	0
