step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1994.82	13.51ms	40.13ms	0
2200	2197.22	15.54ms	36.61ms	0
2400	2372.33	20.53ms	48.42ms	0
2600	2577.65	19.59ms	43.97ms	0
2800	2794.90	32.83ms	73.73ms	0
3000	2955.67	46.18ms	102.59ms	0
3200	3159.07	62.50ms	267.52ms	0
3400	3357.84	102.62ms	210.82ms	0
3600	3563.77	275.44ms	561.15ms	0
3800	3596.49	2.17s	3.28s	0
4000	3613.92	2.85s	5.96s	0
