step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1994.94	11.53ms	30.90ms	0
2200	2196.05	15.29ms	40.86ms	0
2400	2370.04	22.29ms	53.12ms	0
2600	2578.85	19.49ms	45.38ms	0
2800	2794.53	22.53ms	51.46ms	0
3000	2962.99	48.24ms	91.78ms	0
3200	3155.06	37.82ms	103.68ms	0
3400	3356.95	81.94ms	195.20ms	0
3600	3566.88	161.37ms	348.16ms	0
3800	3737.34	649.00ms	1.63s	0
4000	3652.81	2.74s	7.61s	0
