step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.56	19.52ms	51.62ms	0
2200	2196.12	19.92ms	51.87ms	0
2400	2373.12	26.89ms	61.50ms	0
2600	2578.05	26.03ms	74.30ms	0
2800	2788.70	37.13ms	89.09ms	0
3000	2955.99	56.95ms	170.88ms	0
3200	3159.77	176.32ms	681.47ms	0
3400	3355.50	120.31ms	306.69ms	0
3600	3558.43	1.10s	2.38s	0
3800	3376.00	2.73s	6.47s	0
4000	3575.06	3.07s	6.37s	0
