phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	2804m	372Mi	10573m	29795Mi	49m	76Mi
29m	73Mi
26m	67Mi
31m	68Mi
41m	72Mi
29m	72Mi
28m	68Mi
413m	171Mi
21m	61Mi
running	10s		3436m	25722Mi	5m	76Mi
6m	73Mi
6m	67Mi
6m	68Mi
5m	72Mi
5m	72Mi
6m	68Mi
13m	171Mi
6m	61Mi
running	21s		1437m	25780Mi	8m	76Mi
7m	73Mi
7m	67Mi
8m	68Mi
7m	72Mi
6m	72Mi
9m	68Mi
12m	162Mi
7m	61Mi
running	31s	794m	42Mi	1428m	25655Mi	57m	70Mi
38m	73Mi
39m	67Mi
40m	68Mi
47m	69Mi
40m	69Mi
38m	68Mi
74m	171Mi
54m	61Mi
running	42s	794m	42Mi	1428m	25655Mi	57m	70Mi
38m	73Mi
39m	67Mi
40m	68Mi
47m	69Mi
40m	69Mi
38m	68Mi
74m	171Mi
54m	61Mi
running	52s	961m	40Mi	981m	25877Mi	53m	70Mi
38m	65Mi
37m	68Mi
43m	69Mi
39m	69Mi
37m	70Mi
39m	68Mi
87m	125Mi
45m	61Mi
running	62s	933m	38Mi	979m	25634Mi	56m	65Mi
37m	65Mi
39m	60Mi
38m	70Mi
45m	62Mi
36m	69Mi
42m	59Mi
83m	78Mi
45m	61Mi
running	73s	933m	38Mi	979m	25634Mi	56m	65Mi
37m	65Mi
39m	60Mi
38m	70Mi
45m	62Mi
36m	69Mi
42m	59Mi
83m	78Mi
45m	61Mi
running	83s	973m	64Mi	822m	25670Mi	57m	65Mi
42m	60Mi
36m	60Mi
43m	62Mi
44m	63Mi
42m	68Mi
38m	59Mi
79m	78Mi
51m	58Mi
running	93s	5046m	321Mi	9097m	25512Mi	113m	74Mi
59m	62Mi
58m	61Mi
61m	66Mi
87m	67Mi
63m	68Mi
67m	69Mi
264m	95Mi
43m	58Mi
running	104s	5046m	321Mi	9097m	25512Mi	113m	74Mi
59m	62Mi
58m	61Mi
61m	66Mi
87m	67Mi
63m	68Mi
67m	69Mi
264m	95Mi
43m	58Mi
running	114s	5164m	278Mi	11340m	25694Mi	107m	72Mi
