step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1990.71	14.24ms	41.31ms	0
2200	2195.77	26.02ms	57.34ms	0
2400	2373.07	28.43ms	61.53ms	0
2600	2578.80	29.25ms	59.87ms	0
2800	2788.58	34.81ms	104.83ms	0
3000	2959.54	55.45ms	156.41ms	0
3200	3165.51	103.25ms	356.10ms	0
3400	3357.91	1.12s	1.75s	0
3600	3556.29	1.64s	2.53s	0
3800	3610.76	1.76s	3.06s	0
4000	3494.61	3.01s	7.44s	0
