step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1994.75	15.45ms	42.81ms	0
2200	2195.73	22.69ms	50.65ms	0
2400	2370.24	29.84ms	63.39ms	0
2600	2580.63	26.84ms	59.04ms	0
2800	2790.95	48.75ms	131.71ms	0
3000	2949.20	58.87ms	197.38ms	0
3200	3162.02	107.25ms	338.69ms	0
3400	3350.11	337.23ms	856.58ms	0
3600	3543.79	1.26s	2.39s	0
3800	3430.84	3.21s	6.08s	0
4000	3558.23	3.31s	8.63s	0
