phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	2852m	1130Mi	10983m	35063Mi	36m	73Mi
23m	57Mi
46m	96Mi
33m	80Mi
34m	93Mi
34m	74Mi
158m	165Mi
58m	95Mi
34m	76Mi
running	11s	3595m	731Mi	11701m	36216Mi	7m	73Mi
7m	57Mi
8m	96Mi
7m	80Mi
7m	93Mi
7m	74Mi
11m	165Mi
9m	95Mi
6m	76Mi
running	21s	3595m	731Mi	11701m	36216Mi	7m	73Mi
7m	57Mi
8m	96Mi
7m	80Mi
7m	93Mi
7m	74Mi
11m	165Mi
9m	95Mi
6m	76Mi
running	31s	3595m	731Mi	11701m	36216Mi	7m	73Mi
7m	57Mi
8m	96Mi
7m	80Mi
7m	93Mi
7m	74Mi
11m	165Mi
9m	95Mi
6m	76Mi
running	42s			6m	73Mi
5m	96Mi
5m	80Mi
4m	93Mi
6m	74Mi
3m	165Mi
5m	95Mi
6m	76Mi
running	52s	450m	31Mi	4373m	33055Mi	18m	73Mi
28m	57Mi
25m	96Mi
29m	68Mi
26m	70Mi
19m	74Mi
48m	141Mi
33m	95Mi
25m	76Mi
running	62s	450m	31Mi	4373m	33055Mi	18m	73Mi
28m	57Mi
25m	96Mi
29m	68Mi
26m	70Mi
19m	74Mi
48m	141Mi
33m	95Mi
25m	76Mi
running	73s	809m	36Mi	4223m	33402Mi	47m	69Mi
51m	58Mi
38m	73Mi
37m	68Mi
38m	70Mi
37m	74Mi
78m	85Mi
55m	84Mi
37m	76Mi
running	83s	851m	45Mi	3757m	33754Mi	36m	68Mi
40m	59Mi
58m	75Mi
34m	68Mi
36m	70Mi
39m	62Mi
80m	75Mi
50m	84Mi
39m	64Mi
running	93s	851m	45Mi	3757m	33754Mi	36m	68Mi
40m	59Mi
58m	75Mi
34m	68Mi
36m	70Mi
39m	62Mi
80m	75Mi
50m	84Mi
39m	64Mi
running	104s	776m	60Mi	3730m	33662Mi	34m	68Mi
39m	59Mi
49m	72Mi
40m	61Mi
40m	60Mi
36m	63Mi
76m	71Mi
53m	67Mi
35m	64Mi
running	114s	3439m	340Mi	8006m	34317Mi	52m	68Mi
47m	56Mi
71m	74Mi
51m	63Mi
53m	62Mi
51m	68Mi
181m	96Mi
86m	75Mi
47m	66Mi
running	124s	3439m	340Mi	8006m	34317Mi	52m	68Mi
47m	56Mi
71m	74Mi
51m	63Mi
53m	62Mi
51m	68Mi
181m	96Mi
86m	75Mi
47m	66Mi
running	134s	4984m	391Mi	12015m	35483Mi	65m	73Mi
40m	57Mi
89m	76Mi
63m	66Mi
67m	69Mi
58m	69Mi
247m	96Mi
107m	77Mi
57m	65Mi
running	145s	4009m	462Mi	11420m	33858Mi	61m	74Mi
42m	55Mi
87m	77Mi
60m	66Mi
64m	69Mi
57m	75Mi
248m	106Mi
107m	75Mi
60m	68Mi
running	155s	4009m	462Mi	11420m	33858Mi	61m	74Mi
42m	55Mi
87m	77Mi
60m	66Mi
64m	69Mi
57m	75Mi
248m	106Mi
107m	75Mi
60m	68Mi
running	166s	4479m	599Mi	11691m	32978Mi	60m	74Mi
39m	55Mi
84m	77Mi
58m	66Mi
64m	70Mi
56m	72Mi
245m	104Mi
106m	74Mi
58m	68Mi
running	176s	3463m	162Mi	9079m	32935Mi	25m	74Mi
19m	55Mi
40m	75Mi
27m	66Mi
28m	70Mi
28m	71Mi
104m	109Mi
50m	78Mi
25m	69Mi
running	186s	3463m	162Mi	9079m	32935Mi	25m	74Mi
19m	55Mi
40m	75Mi
27m	66Mi
28m	70Mi
28m	71Mi
104m	109Mi
50m	78Mi
25m	69Mi
running	197s	1037m	387Mi	2064m	33171Mi	15m	74Mi
13m	55Mi
22m	75Mi
18m	66Mi
15m	70Mi
16m	71Mi
58m	107Mi
30m	79Mi
18m	70Mi
running	207s	4592m	610Mi	9112m	33945Mi	73m	72Mi
44m	55Mi
102m	77Mi
73m	68Mi
75m	71Mi
66m	71Mi
326m	114Mi
130m	79Mi
63m	70Mi
running	217s	4704m	783Mi	12145m	35008Mi	66m	69Mi
39m	55Mi
99m	76Mi
66m	71Mi
77m	70Mi
64m	72Mi
317m	115Mi
128m	79Mi
62m	70Mi
running	228s	4704m	783Mi	12145m	35008Mi	66m	69Mi
39m	55Mi
99m	76Mi
66m	71Mi
77m	70Mi
64m	72Mi
317m	115Mi
128m	79Mi
62m	70Mi
running	238s	4670m	952Mi	11450m	34839Mi	65m	70Mi
44m	59Mi
97m	74Mi
64m	70Mi
73m	69Mi
66m	71Mi
316m	106Mi
125m	84Mi
60m	72Mi
running	248s	4434m	1147Mi	10168m	34363Mi	65m	70Mi
41m	59Mi
98m	75Mi
64m	70Mi
73m	72Mi
63m	72Mi
318m	112Mi
126m	76Mi
60m	73Mi
running	258s	4434m	1147Mi	10168m	34363Mi	65m	70Mi
41m	59Mi
98m	75Mi
64m	70Mi
73m	72Mi
63m	72Mi
318m	112Mi
126m	76Mi
60m	73Mi
running	269s	4324m	1226Mi	8750m	35273Mi	71m	75Mi
46m	59Mi
99m	77Mi
62m	70Mi
72m	73Mi
63m	72Mi
304m	110Mi
125m	79Mi
62m	68Mi
running	279s	4188m	1284Mi	10113m	35835Mi	63m	76Mi
40m	59Mi
107m	87Mi
71m	75Mi
78m	74Mi
68m	72Mi
268m	168Mi
126m	99Mi
61m	69Mi
running	289s	4188m	1284Mi	10113m	35835Mi	63m	76Mi
40m	59Mi
107m	87Mi
71m	75Mi
78m	74Mi
68m	72Mi
268m	168Mi
126m	99Mi
61m	69Mi
running	300s	3990m	1001Mi	10006m	37080Mi	76m	86Mi
44m	59Mi
96m	96Mi
50m	76Mi
89m	79Mi
70m	79Mi
263m	171Mi
115m	132Mi
58m	73Mi
running	310s	3398m	970Mi	10472m	36823Mi	60m	87Mi
37m	59Mi
94m	109Mi
64m	87Mi
52m	82Mi
51m	79Mi
298m	169Mi
111m	150Mi
63m	87Mi
running	320s	3398m	970Mi	10472m	36823Mi	60m	87Mi
37m	59Mi
94m	109Mi
64m	87Mi
52m	82Mi
51m	79Mi
298m	169Mi
111m	150Mi
63m	87Mi
running	331s	3839m	864Mi	12078m	36464Mi	79m	92Mi
45m	61Mi
105m	119Mi
74m	103Mi
71m	84Mi
72m	85Mi
499m	185Mi
123m	157Mi
77m	98Mi
running	341s	3908m	834Mi	12841m	37820Mi	62m	93Mi
42m	61Mi
81m	129Mi
91m	102Mi
109m	102Mi
87m	94Mi
455m	164Mi
111m	149Mi
83m	97Mi
running	352s	4217m	942Mi	13415m	38378Mi	85m	93Mi
42m	59Mi
156m	140Mi
75m	85Mi
103m	92Mi
70m	77Mi
368m	170Mi
160m	130Mi
68m	88Mi
running	362s	4217m	942Mi	13415m	38378Mi	85m	93Mi
42m	59Mi
156m	140Mi
75m	85Mi
103m	92Mi
70m	77Mi
368m	170Mi
160m	130Mi
68m	88Mi
running	372s	4041m	933Mi	11925m	39864Mi	69m	86Mi
38m	60Mi
107m	89Mi
63m	74Mi
84m	81Mi
66m	78Mi
437m	164Mi
125m	108Mi
65m	74Mi
running	383s	3435m	1016Mi	11579m	40571Mi	70m	74Mi
45m	59Mi
102m	89Mi
69m	73Mi
71m	81Mi
60m	78Mi
294m	166Mi
134m	102Mi
68m	73Mi
running	393s	3435m	1016Mi	11579m	40571Mi	70m	74Mi
45m	59Mi
102m	89Mi
69m	73Mi
71m	81Mi
60m	78Mi
294m	166Mi
134m	102Mi
68m	73Mi
running	403s	2837m	959Mi	11074m	40298Mi	44m	74Mi
39m	59Mi
97m	87Mi
61m	78Mi
75m	84Mi
65m	78Mi
245m	164Mi
104m	104Mi
65m	78Mi
running	414s	3981m	977Mi	12007m	39872Mi	69m	76Mi
42m	59Mi
96m	88Mi
69m	79Mi
63m	86Mi
64m	82Mi
267m	164Mi
123m	141Mi
55m	80Mi
running	424s	3981m	977Mi	12007m	39872Mi	69m	76Mi
42m	59Mi
96m	88Mi
69m	79Mi
63m	86Mi
64m	82Mi
267m	164Mi
123m	141Mi
55m	80Mi
running	434s	4368m	872Mi	11548m	39563Mi	92m	98Mi
46m	59Mi
115m	84Mi
77m	86Mi
102m	92Mi
66m	90Mi
423m	173Mi
109m	157Mi
71m	83Mi
running	445s	4171m	936Mi	11750m	39995Mi	72m	87Mi
42m	59Mi
101m	84Mi
73m	73Mi
81m	97Mi
69m	81Mi
431m	164Mi
150m	143Mi
68m	78Mi
running	455s	4171m	936Mi	11750m	39995Mi	72m	87Mi
42m	59Mi
101m	84Mi
73m	73Mi
81m	97Mi
69m	81Mi
431m	164Mi
150m	143Mi
68m	78Mi
running	465s	4234m	1098Mi	12059m	39950Mi	70m	76Mi
52m	61Mi
102m	79Mi
66m	73Mi
75m	75Mi
65m	74Mi
392m	163Mi
131m	90Mi
64m	73Mi
running	476s	3908m	1142Mi	11260m	39833Mi	71m	77Mi
41m	61Mi
107m	85Mi
65m	75Mi
87m	75Mi
68m	76Mi
283m	150Mi
133m	92Mi
54m	72Mi
running	486s	3908m	1142Mi	11260m	39833Mi	71m	77Mi
41m	61Mi
107m	85Mi
65m	75Mi
87m	75Mi
68m	76Mi
283m	150Mi
133m	92Mi
54m	72Mi
running	496s	3253m	1183Mi	11249m	38764Mi	55m	75Mi
39m	62Mi
84m	86Mi
55m	75Mi
65m	79Mi
54m	78Mi
202m	164Mi
109m	108Mi
48m	72Mi
running	506s	4147m	1005Mi	10370m	40169Mi	18m	75Mi
9m	62Mi
20m	86Mi
23m	75Mi
14m	82Mi
18m	78Mi
115m	162Mi
23m	109Mi
34m	78Mi
