step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1995.01	11.42ms	31.52ms	0
2200	2197.56	19.45ms	48.35ms	0
2400	2373.48	23.52ms	53.53ms	0
2600	2581.69	25.26ms	49.34ms	0
2800	2795.19	21.08ms	44.83ms	0
3000	2960.26	32.05ms	82.30ms	0
3200	3162.23	50.51ms	114.24ms	0
3400	3350.74	90.09ms	194.94ms	0
3600	3567.83	173.67ms	370.43ms	0
3800	3726.56	592.75ms	1.40s	0
4000	3653.96	2.65s	7.43s	0
