step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.10	18.94ms	50.30ms	0
2200	2194.54	19.70ms	49.76ms	0
2400	2371.97	19.25ms	51.10ms	0
2600	2577.48	29.28ms	145.54ms	0
2800	2791.47	37.00ms	187.90ms	0
3000	2962.23	47.37ms	270.59ms	0
3200	3164.57	73.22ms	496.13ms	0
3400	3356.19	80.55ms	182.53ms	0
3600	3568.08	115.87ms	250.24ms	0
3800	3752.80	454.67ms	1.51s	0
4000	3600.16	2.99s	7.91s	0
