step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.99	16.34ms	47.87ms	0
2200	2193.29	16.03ms	40.19ms	0
2400	2372.91	26.61ms	60.29ms	0
2600	2580.07	28.42ms	72.96ms	0
2800	2793.90	31.06ms	66.94ms	0
3000	2962.36	49.30ms	121.47ms	0
3200	3163.55	101.67ms	238.72ms	0
3400	3347.74	317.11ms	868.86ms	0
3600	3389.04	1.81s	3.61s	0
3800	3673.24	936.82ms	2.40s	0
4000	3638.15	2.91s	7.58s	0
