phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	4089m	882Mi	14374m	28885Mi	23m	72Mi
20m	64Mi
36m	76Mi
25m	69Mi
26m	77Mi
23m	74Mi
92m	105Mi
37m	82Mi
24m	69Mi
running	10s	3689m	391Mi	11404m	28339Mi	6m	72Mi
7m	64Mi
7m	76Mi
5m	69Mi
4m	77Mi
5m	74Mi
5m	104Mi
7m	82Mi
6m	69Mi
running	21s		3415m	28772Mi	7m	72Mi
8m	64Mi
6m	76Mi
6m	69Mi
5m	77Mi
6m	74Mi
5m	104Mi
6m	82Mi
5m	69Mi
running	31s		3415m	28772Mi	7m	72Mi
8m	64Mi
6m	76Mi
6m	69Mi
5m	77Mi
6m	74Mi
5m	104Mi
6m	82Mi
5m	69Mi
running	41s	666m	33Mi	2328m	27623Mi	34m	68Mi
32m	64Mi
42m	68Mi
31m	69Mi
29m	77Mi
34m	68Mi
58m	106Mi
46m	78Mi
31m	69Mi
running	52s	814m	38Mi	2305m	27836Mi	36m	68Mi
40m	64Mi
43m	68Mi
38m	69Mi
34m	77Mi
36m	68Mi
79m	74Mi
53m	67Mi
34m	69Mi
running	62s	767m	39Mi	1476m	25963Mi	37m	59Mi
43m	64Mi
47m	64Mi
41m	59Mi
37m	68Mi
40m	59Mi
72m	78Mi
50m	66Mi
38m	62Mi
running	72s	767m	39Mi	1476m	25963Mi	37m	59Mi
43m	64Mi
47m	64Mi
41m	59Mi
37m	68Mi
40m	59Mi
72m	78Mi
50m	66Mi
38m	62Mi
running	83s	854m	43Mi	1741m	26073Mi	37m	59Mi
50m	56Mi
43m	64Mi
36m	59Mi
34m	68Mi
36m	59Mi
69m	75Mi
48m	66Mi
36m	62Mi
running	93s	4382m	385Mi	6842m	24657Mi	56m	61Mi
42m	56Mi
79m	67Mi
59m	61Mi
58m	67Mi
54m	60Mi
214m	100Mi
100m	74Mi
54m	63Mi
running	103s	4382m	385Mi	6842m	24657Mi	56m	61Mi
42m	56Mi
79m	67Mi
59m	61Mi
58m	67Mi
54m	60Mi
214m	100Mi
100m	74Mi
54m	63Mi
running	114s	5010m	362Mi	11249m	25710Mi	59m	65Mi
41m	56Mi
84m	73Mi
61m	66Mi
65m	66Mi
56m	63Mi
249m	103Mi
109m	79Mi
57m	64Mi
running	124s	5224m	388Mi	9511m	26932Mi	59m	66Mi
41m	56Mi
79m	69Mi
58m	66Mi
64m	66Mi
56m	64Mi
254m	101Mi
113m	78Mi
57m	64Mi
