step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.53	19.68ms	55.49ms	0
2200	2195.09	22.98ms	53.53ms	0
2400	2371.48	23.41ms	52.35ms	0
2600	2580.65	32.12ms	65.79ms	0
2800	2795.55	37.43ms	103.36ms	0
3000	2962.42	57.68ms	146.69ms	0
3200	3163.06	86.86ms	225.66ms	0
3400	3350.63	190.98ms	452.10ms	0
3600	3546.95	360.59ms	809.47ms	0
3800	3569.50	1.98s	3.64s	0
4000	3559.89	3.48s	6.81s	0
