step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.96	13.73ms	40.83ms	0
2200	2197.21	14.51ms	37.53ms	0
2400	2373.48	24.19ms	55.49ms	0
2600	2580.00	21.20ms	49.73ms	0
2800	2792.23	23.20ms	52.32ms	0
3000	2958.98	35.95ms	82.56ms	0
3200	3162.29	47.41ms	137.73ms	0
3400	3352.69	83.51ms	194.43ms	0
3600	3561.03	575.27ms	1.43s	0
3800	3758.10	567.82ms	1.26s	0
4000	3611.03	2.79s	7.76s	0
