step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.47	20.80ms	57.31ms	0
2200	2192.84	13.41ms	33.18ms	0
2400	2374.49	19.68ms	44.06ms	0
2600	2580.76	23.66ms	51.10ms	0
2800	2795.58	37.24ms	78.97ms	0
3000	2955.18	53.86ms	177.79ms	0
3200	3162.25	94.76ms	284.93ms	0
3400	3355.90	144.82ms	436.22ms	0
3600	3390.24	2.96s	3.98s	0
3800	3638.37	1.69s	3.43s	0
4000	3562.69	3.13s	8.18s	0
