step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.59	15.88ms	42.33ms	0
2200	2197.49	23.77ms	55.23ms	0
2400	2373.36	20.73ms	49.92ms	0
2600	2578.68	27.38ms	66.11ms	0
2800	2794.64	35.34ms	94.59ms	0
3000	2961.82	67.96ms	156.54ms	0
3200	3165.72	92.24ms	189.44ms	0
3400	3356.42	188.58ms	501.25ms	0
3600	3549.75	902.30ms	1.38s	0
3800	3477.97	3.07s	4.96s	0
4000	3540.83	3.15s	6.97s	0
