step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.89	14.01ms	37.98ms	0
2200	2197.40	18.70ms	50.33ms	0
2400	2372.18	22.02ms	52.29ms	0
2600	2576.74	18.51ms	43.42ms	0
2800	2792.48	25.73ms	61.82ms	0
3000	2962.15	41.26ms	93.31ms	0
3200	3165.40	53.73ms	124.03ms	0
3400	3358.01	98.79ms	220.41ms	0
3600	3564.72	1.04s	2.74s	0
3800	3728.84	967.06ms	1.55s	0
4000	3552.78	3.65s	6.82s	0
