step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.29	12.76ms	43.42ms	0
2200	2195.32	16.97ms	47.23ms	0
2400	2374.50	26.61ms	57.66ms	0
2600	2577.91	19.72ms	43.81ms	0
2800	2787.34	38.92ms	240.77ms	0
3000	2957.81	60.10ms	323.07ms	0
3200	3163.89	105.83ms	384.00ms	0
3400	3357.18	100.48ms	208.38ms	0
3600	3561.28	258.55ms	569.34ms	0
3800	3612.05	1.75s	3.07s	0
4000	3623.20	2.76s	5.64s	0
