step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.07	17.37ms	46.43ms	0
2200	2196.35	24.44ms	53.15ms	0
2400	2374.50	20.67ms	50.81ms	0
2600	2576.12	23.23ms	53.09ms	0
2800	2790.81	22.84ms	56.93ms	0
3000	2958.20	39.11ms	110.46ms	0
3200	3163.14	52.59ms	117.76ms	0
3400	3356.28	96.62ms	209.41ms	0
3600	3562.68	258.70ms	622.59ms	0
3800	3694.04	637.12ms	1.61s	0
4000	3606.89	3.19s	7.58s	0
