step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.27	12.58ms	38.91ms	0
2200	2196.97	27.79ms	62.08ms	0
2400	2373.11	27.17ms	59.97ms	0
2600	2579.84	25.56ms	52.86ms	0
2800	2793.63	41.27ms	92.80ms	0
3000	2958.82	59.69ms	152.45ms	0
3200	3163.85	108.86ms	344.83ms	0
3400	3355.48	196.16ms	493.57ms	0
3600	3553.38	610.51ms	1.43s	0
