step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.66	12.75ms	43.74ms	0
2200	2197.45	23.41ms	52.67ms	0
2400	2374.98	27.99ms	64.42ms	0
2600	2578.10	26.22ms	65.98ms	0
2800	2790.66	37.26ms	100.03ms	0
3000	2957.85	45.30ms	141.18ms	0
3200	3165.21	88.89ms	178.69ms	0
3400	3357.98	563.13ms	1.06s	0
3600	3502.75	864.97ms	1.54s	0
3800	3537.85	2.36s	4.03s	0
4000	3509.26	2.85s	7.42s	0
