phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	2m	140Mi	6m	13020Mi	6m	64Mi
5m	56Mi
4m	66Mi
6m	63Mi
3m	66Mi
5m	65Mi
5m	81Mi
5m	76Mi
6m	65Mi
running	10s		74m	13021Mi	9m	64Mi
10m	56Mi
9m	66Mi
10m	63Mi
7m	66Mi
8m	65Mi
13m	82Mi
13m	72Mi
8m	65Mi
running	21s		74m	13021Mi	9m	64Mi
10m	56Mi
9m	66Mi
10m	63Mi
7m	66Mi
8m	65Mi
13m	82Mi
13m	72Mi
8m	65Mi
running	31s	809m	41Mi	1137m	13111Mi	34m	63Mi
48m	55Mi
46m	65Mi
37m	63Mi
36m	64Mi
37m	64Mi
70m	75Mi
53m	69Mi
40m	67Mi
running	41s	885m	37Mi	834m	13146Mi	37m	62Mi
42m	55Mi
43m	65Mi
40m	61Mi
34m	64Mi
38m	64Mi
78m	69Mi
47m	71Mi
36m	67Mi
running	52s	885m	37Mi	834m	13146Mi	37m	62Mi
42m	55Mi
43m	65Mi
40m	61Mi
34m	64Mi
38m	64Mi
78m	69Mi
47m	71Mi
36m	67Mi
running	62s	907m	44Mi	775m	13181Mi	37m	62Mi
42m	55Mi
48m	63Mi
36m	61Mi
36m	64Mi
38m	64Mi
79m	69Mi
54m	66Mi
40m	65Mi
running	72s	1298m	237Mi	943m	13223Mi	41m	57Mi
48m	54Mi
47m	66Mi
42m	61Mi
41m	59Mi
42m	60Mi
91m	73Mi
56m	70Mi
40m	64Mi
running	83s	5137m	303Mi	9704m	14278Mi	60m	59Mi
42m	54Mi
86m	69Mi
61m	65Mi
62m	59Mi
59m	61Mi
246m	88Mi
116m	76Mi
58m	66Mi
running	93s	5137m	303Mi	9704m	14278Mi	60m	59Mi
42m	54Mi
86m	69Mi
61m	65Mi
62m	59Mi
59m	61Mi
246m	88Mi
116m	76Mi
58m	66Mi
running	104s	5052m	386Mi	12024m	15484Mi	59m	63Mi
44m	54Mi
85m	70Mi
59m	66Mi
64m	64Mi
58m	67Mi
247m	89Mi
108m	77Mi
56m	68Mi
running	114s	4346m	410Mi	11405m	15690Mi	64m	66Mi
40m	55Mi
81m	69Mi
58m	66Mi
63m	64Mi
58m	67Mi
243m	89Mi
109m	77Mi
54m	69Mi
running	124s	4346m	410Mi	11405m	15690Mi	64m	66Mi
40m	55Mi
81m	69Mi
58m	66Mi
63m	64Mi
58m	67Mi
243m	89Mi
109m	77Mi
54m	69Mi
running	135s	3988m	492Mi	10378m	16337Mi	56m	66Mi
37m	55Mi
80m	69Mi
54m	67Mi
59m	66Mi
53m	67Mi
224m	87Mi
102m	73Mi
51m	67Mi
running	145s	1389m	292Mi	6529m	14605Mi	8m	66Mi
8m	55Mi
8m	69Mi
8m	67Mi
6m	66Mi
8m	67Mi
13m	87Mi
10m	73Mi
8m	68Mi
running	155s	1389m	292Mi	6529m	14605Mi	8m	66Mi
8m	55Mi
8m	69Mi
8m	67Mi
6m	66Mi
8m	67Mi
13m	87Mi
10m	73Mi
8m	68Mi
running	166s	4223m	342Mi	8205m	15321Mi	51m	67Mi
47m	57Mi
74m	69Mi
51m	68Mi
56m	66Mi
55m	68Mi
203m	80Mi
94m	81Mi
50m	68Mi
running	176s	4223m	291Mi	8194m	16185Mi	55m	67Mi
42m	57Mi
79m	70Mi
56m	68Mi
57m	69Mi
52m	68Mi
200m	74Mi
94m	78Mi
53m	69Mi
running	186s	4223m	291Mi	8194m	16185Mi	55m	67Mi
42m	57Mi
79m	70Mi
56m	68Mi
57m	69Mi
52m	68Mi
200m	74Mi
94m	78Mi
53m	69Mi
running	196s	4362m	358Mi	8421m	16956Mi	52m	67Mi
50m	58Mi
73m	69Mi
50m	68Mi
57m	71Mi
52m	64Mi
204m	84Mi
95m	79Mi
52m	69Mi
running	207s	4176m	398Mi	7542m	17682Mi	54m	67Mi
43m	58Mi
74m	68Mi
56m	64Mi
59m	71Mi
53m	66Mi
201m	80Mi
94m	74Mi
53m	69Mi
running	217s	4176m	398Mi	7542m	17682Mi	54m	67Mi
43m	58Mi
74m	68Mi
56m	64Mi
59m	71Mi
53m	66Mi
201m	80Mi
94m	74Mi
53m	69Mi
running	227s	4051m	382Mi	9687m	17047Mi	53m	67Mi
45m	57Mi
76m	68Mi
55m	64Mi
54m	71Mi
52m	67Mi
201m	79Mi
94m	79Mi
52m	71Mi
running	238s	4108m	268Mi	10306m	15895Mi	53m	67Mi
40m	58Mi
74m	68Mi
53m	64Mi
57m	72Mi
49m	67Mi
198m	81Mi
94m	74Mi
49m	70Mi
running	248s	4284m	287Mi	9077m	16684Mi	51m	67Mi
47m	56Mi
76m	68Mi
53m	65Mi
57m	72Mi
51m	66Mi
201m	82Mi
98m	75Mi
52m	71Mi
running	258s	4284m	287Mi	9077m	16684Mi	51m	67Mi
47m	56Mi
76m	68Mi
53m	65Mi
57m	72Mi
51m	66Mi
201m	82Mi
98m	75Mi
52m	71Mi
running	269s	4089m	358Mi	8292m	17424Mi	53m	67Mi
42m	56Mi
73m	69Mi
53m	65Mi
56m	68Mi
52m	66Mi
203m	81Mi
94m	79Mi
51m	70Mi
running	279s	4007m	475Mi	8740m	18251Mi	54m	65Mi
42m	56Mi
73m	68Mi
49m	65Mi
