step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.67	20.46ms	55.68ms	0
2200	2197.56	19.80ms	46.49ms	0
2400	2374.49	28.17ms	59.55ms	0
2600	2578.56	29.39ms	58.81ms	0
2800	2790.58	38.41ms	132.61ms	0
3000	2953.44	51.44ms	131.84ms	0
3200	3157.27	92.12ms	215.17ms	0
3400	3354.70	199.22ms	589.82ms	0
3600	3427.13	1.82s	2.55s	0
3800	3560.57	2.06s	3.62s	0
4000	3596.50	2.70s	6.04s	0
