step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.21	4.18s	15.94s	200
2200	2195.58	20.63ms	47.84ms	0
2400	2373.07	25.17ms	62.62ms	0
2600	2579.32	21.64ms	47.74ms	0
2800	2794.14	33.65ms	77.95ms	0
3000	2963.66	50.73ms	120.13ms	0
3200	3161.08	47.70ms	134.91ms	0
3400	3329.19	145.19ms	586.24ms	0
3600	2979.58	5.27s	11.05s	0
3800	2765.56	9.11s	16.46s	0
4000	2609.37	11.82s	20.55s	0
