step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.90	14.17ms	40.64ms	0
2200	2195.87	25.54ms	58.78ms	0
2400	2374.04	18.52ms	43.97ms	0
2600	2578.13	20.97ms	45.47ms	0
2800	2791.74	28.99ms	66.75ms	0
3000	2956.30	32.34ms	82.50ms	0
3200	3161.23	42.32ms	114.94ms	0
3400	3355.46	106.89ms	225.41ms	0
3600	3564.91	302.21ms	603.65ms	0
3800	3675.30	1.04s	1.98s	0
4000	3531.12	3.59s	7.00s	0
