step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.95	13.42ms	38.75ms	0
2200	2197.56	15.71ms	40.67ms	0
2400	2371.93	24.74ms	60.13ms	0
2600	2580.94	44.83ms	114.30ms	0
2800	2793.53	64.14ms	182.53ms	0
3000	2921.39	245.84ms	876.54ms	0
3200	2142.48	9.70s	19.27s	0
3400	1712.54	16.57s	29.34s	0
3600	1323.09	21.23s	37.22s	0
3800	1447.37	21.85s	36.90s	0
4000	1514.89	21.52s	37.19s	0
