phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	1s	4624m	531Mi	11546m	31740Mi	29m	77Mi
15m	79Mi
16m	74Mi
16m	69Mi
21m	75Mi
17m	68Mi
17m	72Mi
310m	171Mi
12m	58Mi
running	11s	4624m	531Mi	5580m	31585Mi	7m	77Mi
5m	79Mi
6m	74Mi
6m	69Mi
6m	75Mi
5m	68Mi
6m	73Mi
8m	171Mi
7m	58Mi
running	21s		2397m	31890Mi	19m	77Mi
23m	79Mi
17m	73Mi
14m	69Mi
19m	73Mi
15m	68Mi
15m	72Mi
27m	163Mi
17m	58Mi
running	32s		2397m	31890Mi	19m	77Mi
23m	79Mi
17m	73Mi
14m	69Mi
19m	73Mi
15m	68Mi
15m	72Mi
27m	163Mi
17m	58Mi
running	42s	866m	40Mi	1106m	32219Mi	51m	77Mi
36m	79Mi
34m	73Mi
37m	69Mi
45m	73Mi
42m	71Mi
41m	67Mi
69m	172Mi
44m	59Mi
running	52s	892m	38Mi	1545m	32231Mi	56m	70Mi
38m	79Mi
38m	62Mi
37m	66Mi
45m	66Mi
38m	71Mi
37m	67Mi
89m	94Mi
48m	58Mi
running	62s	892m	38Mi	1545m	32231Mi	56m	70Mi
38m	79Mi
38m	62Mi
37m	66Mi
45m	66Mi
38m	71Mi
37m	67Mi
89m	94Mi
48m	58Mi
running	73s	815m	39Mi	1738m	32370Mi	59m	66Mi
43m	70Mi
37m	62Mi
35m	66Mi
40m	66Mi
37m	61Mi
40m	61Mi
79m	78Mi
41m	58Mi
running	83s	1899m	326Mi	3626m	32689Mi	69m	65Mi
46m	73Mi
44m	63Mi
47m	67Mi
59m	67Mi
43m	63Mi
43m	63Mi
125m	87Mi
43m	58Mi
running	93s	1899m	326Mi	3626m	32689Mi	69m	65Mi
46m	73Mi
44m	63Mi
47m	67Mi
59m	67Mi
43m	63Mi
43m	63Mi
125m	87Mi
43m	58Mi
running	104s	5094m	404Mi	11610m	32879Mi	114m	75Mi
59m	72Mi
60m	63Mi
59m	70Mi
90m	73Mi
69m	69Mi
65m	63Mi
259m	93Mi
45m	56Mi
running	114s	4427m	424Mi	11401m	32623Mi	108m	74Mi
59m	71Mi
61m	64Mi
59m	69Mi
84m	72Mi
62m	71Mi
66m	70Mi
251m	100Mi
41m	56Mi
running	124s	4427m	424Mi	11401m	32623Mi	108m	74Mi
59m	71Mi
61m	64Mi
59m	69Mi
84m	72Mi
62m	71Mi
66m	70Mi
251m	100Mi
41m	56Mi
running	135s	5001m	455Mi	11998m	33245Mi	108m	73Mi
59m	70Mi
58m	66Mi
59m	70Mi
88m	76Mi
67m	66Mi
65m	70Mi
255m	94Mi
44m	56Mi
running	145s	3838m	372Mi	11335m	34751Mi	82m	74Mi
45m	70Mi
46m	67Mi
48m	72Mi
65m	77Mi
47m	70Mi
51m	69Mi
178m	84Mi
32m	56Mi
running	156s	3838m	372Mi	11335m	34751Mi	7m	74Mi
6m	70Mi
5m	67Mi
7m	72Mi
5m	77Mi
4m	70Mi
5m	69Mi
4m	84Mi
6m	56Mi
running	166s	411m	273Mi	3418m	35118Mi	7m	74Mi
6m	70Mi
5m	67Mi
7m	72Mi
5m	77Mi
4m	70Mi
5m	69Mi
4m	84Mi
6m	56Mi
running	176s	3556m	562Mi	8475m	35780Mi	104m	76Mi
51m	71Mi
55m	67Mi
57m	72Mi
83m	77Mi
62m	70Mi
60m	69Mi
254m	105Mi
37m	56Mi
running	187s	3614m	718Mi	11884m	36463Mi	117m	78Mi
62m	70Mi
60m	68Mi
60m	70Mi
91m	76Mi
73m	72Mi
63m	73Mi
277m	111Mi
46m	58Mi
running	197s	3614m	718Mi	11884m	36463Mi	117m	78Mi
62m	70Mi
60m	68Mi
60m	70Mi
91m	76Mi
73m	72Mi
63m	73Mi
277m	111Mi
46m	58Mi
running	207s	3915m	856Mi	12653m	36134Mi	111m	73Mi
59m	70Mi
59m	67Mi
62m	74Mi
87m	73Mi
67m	70Mi
63m	73Mi
270m	108Mi
42m	58Mi
running	218s	3934m	984Mi	11686m	35596Mi	122m	75Mi
61m	72Mi
63m	67Mi
63m	70Mi
97m	72Mi
71m	70Mi
65m	74Mi
294m	101Mi
48m	58Mi
running	228s	3934m	984Mi	11686m	35596Mi	122m	75Mi
61m	72Mi
63m	67Mi
63m	70Mi
97m	72Mi
71m	70Mi
65m	74Mi
294m	101Mi
48m	58Mi
running	238s	4297m	1195Mi	12877m	36387Mi	124m	73Mi
60m	72Mi
60m	68Mi
64m	71Mi
91m	72Mi
71m	71Mi
65m	73Mi
291m	106Mi
42m	58Mi
running	249s	3270m	1282Mi	11817m	37623Mi	128m	84Mi
58m	75Mi
65m	70Mi
67m	73Mi
96m	89Mi
69m	71Mi
65m	72Mi
333m	155Mi
48m	59Mi
running	259s	3270m	1282Mi	11817m	37623Mi	128m	84Mi
58m	75Mi
65m	70Mi
67m	73Mi
96m	89Mi
69m	71Mi
65m	72Mi
333m	155Mi
48m	59Mi
running	269s	3884m	1294Mi	12357m	38229Mi	139m	108Mi
69m	83Mi
67m	74Mi
74m	79Mi
117m	110Mi
91m	76Mi
74m	79Mi
440m	182Mi
41m	61Mi
running	280s	3270m	1253Mi	12401m	38047Mi	126m	98Mi
64m	84Mi
69m	87Mi
65m	80Mi
97m	117Mi
74m	94Mi
65m	84Mi
500m	167Mi
41m	61Mi
running	290s	3270m	1253Mi	12401m	38047Mi	126m	98Mi
64m	84Mi
69m	87Mi
65m	80Mi
97m	117Mi
74m	94Mi
65m	84Mi
500m	167Mi
41m	61Mi
running	300s	3591m	1182Mi	11287m	39052Mi	112m	117Mi
67m	87Mi
76m	102Mi
73m	89Mi
104m	117Mi
85m	102Mi
61m	84Mi
500m	170Mi
40m	61Mi
running	311s	3987m	1197Mi	15651m	38438Mi	142m	117Mi
64m	89Mi
63m	103Mi
65m	104Mi
101m	94Mi
77m	94Mi
70m	84Mi
498m	166Mi
41m	61Mi
running	321s	3543m	1154Mi	14382m	39741Mi	133m	95Mi
64m	93Mi
69m	111Mi
61m	104Mi
98m	89Mi
78m	76Mi
70m	90Mi
500m	163Mi
42m	62Mi
running	331s	3543m	1154Mi	14382m	39741Mi	133m	95Mi
64m	93Mi
69m	111Mi
61m	104Mi
98m	89Mi
78m	76Mi
70m	90Mi
500m	163Mi
42m	62Mi
running	342s	3984m	1158Mi	15742m	40971Mi	120m	110Mi
63m	75Mi
66m	84Mi
66m	79Mi
99m	81Mi
76m	73Mi
63m	90Mi
499m	175Mi
43m	62Mi
running	352s	2910m	1114Mi	12693m	42276Mi	120m	102Mi
57m	82Mi
64m	77Mi
65m	75Mi
95m	89Mi
74m	76Mi
68m	90Mi
476m	182Mi
43m	63Mi
running	362s	2910m	1114Mi	12693m	42276Mi	120m	102Mi
57m	82Mi
64m	77Mi
65m	75Mi
95m	89Mi
74m	76Mi
68m	90Mi
476m	182Mi
43m	63Mi
running	373s	2955m	1110Mi	10764m	40333Mi	126m	117Mi
71m	95Mi
60m	77Mi
65m	74Mi
100m	100Mi
74m	75Mi
65m	80Mi
499m	169Mi
42m	63Mi
running	383s	4233m	1231Mi	12647m	37956Mi	131m	89Mi
64m	99Mi
63m	82Mi
67m	75Mi
97m	100Mi
82m	76Mi
70m	83Mi
499m	184Mi
44m	63Mi
running	393s	4233m	1231Mi	12647m	37956Mi	131m	89Mi
64m	99Mi
63m	82Mi
67m	75Mi
97m	100Mi
82m	76Mi
70m	83Mi
499m	184Mi
44m	63Mi
running	404s	4511m	1074Mi	14748m	38264Mi	116m	79Mi
57m	99Mi
62m	86Mi
63m	73Mi
95m	78Mi
72m	73Mi
63m	79Mi
502m	181Mi
42m	63Mi
running	414s	3821m	933Mi	10750m	39627Mi	124m	86Mi
67m	72Mi
62m	86Mi
69m	76Mi
93m	83Mi
73m	68Mi
68m	74Mi
495m	169Mi
45m	63Mi
running	424s	3821m	933Mi	10750m	39627Mi	124m	86Mi
67m	72Mi
62m	86Mi
