step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.83	13.29ms	43.55ms	0
2200	2196.94	17.59ms	48.13ms	0
2400	2373.10	19.99ms	49.73ms	0
2600	2578.50	24.40ms	50.37ms	0
2800	2796.10	37.99ms	73.34ms	0
3000	2958.26	39.34ms	92.74ms	0
3200	3162.99	47.06ms	134.53ms	0
3400	3354.55	101.40ms	235.39ms	0
3600	3567.19	210.06ms	460.80ms	0
3800	3641.19	1.54s	2.60s	0
4000	3619.74	2.92s	5.87s	0
