step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1998.41	12.36ms	42.33ms	0
2200	2190.73	17.56ms	46.78ms	0
2400	2373.02	28.13ms	55.68ms	0
2600	2580.31	17.82ms	42.21ms	0
2800	2796.05	23.92ms	55.29ms	0
3000	2958.71	43.78ms	93.63ms	0
3200	3164.92	47.15ms	122.30ms	0
3400	3349.46	160.45ms	610.30ms	0
3600	3558.95	185.73ms	410.62ms	0
3800	3595.34	1.60s	3.32s	0
4000	3526.83	3.70s	8.68s	0
