step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.39	19.31ms	52.93ms	0
2200	2195.93	18.41ms	48.26ms	0
2400	2374.91	19.17ms	44.96ms	0
2600	2579.29	21.21ms	43.65ms	0
2800	2794.29	30.52ms	66.24ms	0
3000	2960.82	38.15ms	83.65ms	0
3200	3161.93	51.99ms	114.11ms	0
3400	3355.82	101.30ms	218.24ms	0
3600	3551.11	540.77ms	1.40s	0
3800	3748.88	455.79ms	927.23ms	0
4000	3570.86	3.08s	7.76s	0
