step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.19	12.07ms	40.77ms	0
2200	2196.72	24.85ms	56.48ms	0
2400	2372.43	25.29ms	60.67ms	0
2600	2579.30	20.80ms	48.86ms	0
2800	2794.87	39.55ms	283.65ms	0
3000	2962.02	43.70ms	230.65ms	0
3200	3163.75	67.66ms	398.33ms	0
3400	3355.22	280.62ms	1.09s	0
3600	3566.48	168.90ms	336.13ms	0
3800	3766.03	300.76ms	671.74ms	0
4000	3635.91	2.59s	7.59s	0
