step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.89	15.89ms	46.01ms	0
2200	2195.99	18.40ms	44.03ms	0
2400	2374.43	26.04ms	58.53ms	0
2600	2580.64	23.90ms	68.10ms	0
2800	2792.74	38.22ms	88.64ms	0
3000	2956.90	75.85ms	188.67ms	0
3200	3164.31	122.56ms	275.71ms	0
3400	3347.10	237.63ms	456.96ms	0
3600	3563.02	1.13s	1.99s	0
3800	3530.23	1.78s	4.19s	0
4000	3474.87	3.83s	7.70s	0
