step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.94	19.00ms	48.29ms	0
2200	2197.25	26.07ms	62.72ms	0
2400	2371.98	17.79ms	46.62ms	0
2600	2575.46	23.69ms	61.76ms	0
2800	2786.22	41.13ms	151.42ms	0
3000	2956.16	68.65ms	193.28ms	0
3200	3164.51	105.31ms	260.61ms	0
3400	3350.70	636.23ms	1.40s	0
3600	3521.60	854.27ms	1.60s	0
3800	3632.91	2.09s	3.32s	0
4000	3536.93	3.77s	8.62s	0
