step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1995.74	16.32ms	45.53ms	0
2200	2194.52	19.52ms	48.45ms	0
2400	2373.58	29.21ms	59.29ms	0
2600	2578.92	24.83ms	89.66ms	0
2800	2795.78	44.63ms	277.76ms	0
3000	2942.97	91.08ms	370.69ms	0
3200	3164.21	82.88ms	273.41ms	0
3400	3353.75	1.42s	3.19s	0
3600	3348.59	2.54s	4.83s	0
3800	3201.18	4.89s	9.45s	0
4000	2996.35	7.01s	14.90s	0
