step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.95	18.31ms	45.95ms	0
2200	2197.26	24.41ms	55.62ms	0
2400	2371.64	19.95ms	51.94ms	0
2600	2580.81	22.06ms	58.81ms	0
2800	2791.22	33.88ms	88.57ms	0
3000	2958.55	55.73ms	153.21ms	0
3200	3159.49	102.33ms	315.90ms	0
3400	3355.61	162.99ms	463.87ms	0
3600	3214.06	3.89s	6.12s	0
3800	3464.43	2.24s	5.35s	0
4000	3564.03	3.37s	8.45s	0
