phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	1163m	56Mi	1550m	5286Mi	20m	45Mi
18m	40Mi
31m	41Mi
19m	42Mi
39m	60Mi
19m	41Mi
19m	40Mi
41m	57Mi
19m	40Mi
running	10s		1550m	5286Mi	20m	45Mi
18m	40Mi
31m	41Mi
19m	42Mi
39m	60Mi
19m	41Mi
19m	40Mi
41m	57Mi
19m	40Mi
running	21s		841m	5316Mi	21m	49Mi
26m	45Mi
25m	43Mi
19m	46Mi
29m	61Mi
20m	44Mi
39m	52Mi
24m	57Mi
19m	44Mi
running	31s	874m	37Mi	963m	5351Mi	38m	53Mi
41m	46Mi
51m	48Mi
39m	49Mi
53m	61Mi
41m	48Mi
75m	63Mi
35m	58Mi
40m	47Mi
running	41s	874m	37Mi	963m	5351Mi	38m	53Mi
41m	46Mi
51m	48Mi
39m	49Mi
53m	61Mi
41m	48Mi
75m	63Mi
35m	58Mi
40m	47Mi
running	52s	872m	40Mi	930m	5387Mi	32m	53Mi
45m	51Mi
45m	48Mi
37m	50Mi
54m	62Mi
36m	49Mi
80m	72Mi
40m	58Mi
37m	48Mi
running	62s	875m	43Mi	1071m	5421Mi	33m	54Mi
42m	51Mi
44m	49Mi
39m	55Mi
51m	63Mi
41m	53Mi
74m	69Mi
36m	58Mi
42m	55Mi
running	72s	875m	43Mi	1071m	5421Mi	33m	54Mi
42m	51Mi
44m	49Mi
39m	55Mi
51m	63Mi
41m	53Mi
74m	69Mi
36m	58Mi
42m	55Mi
running	83s	3023m	330Mi	3962m	5770Mi	43m	55Mi
64m	56Mi
50m	49Mi
49m	57Mi
76m	63Mi
47m	56Mi
158m	81Mi
49m	60Mi
49m	59Mi
running	93s	5263m	300Mi	9254m	6661Mi	58m	61Mi
83m	64Mi
44m	49Mi
61m	62Mi
111m	67Mi
60m	60Mi
259m	90Mi
58m	61Mi
62m	62Mi
running	103s	5263m	300Mi	9254m	6661Mi	56m	63Mi
83m	65Mi
44m	50Mi
60m	62Mi
107m	71Mi
60m	61Mi
254m	87Mi
58m	62Mi
61m	65Mi
