step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.58	20.10ms	54.33ms	0
2200	2197.41	19.55ms	46.05ms	0
2400	2370.28	27.99ms	64.10ms	0
2600	2580.57	27.24ms	79.68ms	0
2800	2793.17	27.01ms	162.30ms	0
3000	2960.13	66.94ms	426.49ms	0
3200	3162.91	53.17ms	196.99ms	0
3400	3359.26	96.82ms	214.78ms	0
3600	3567.28	169.08ms	408.83ms	0
3800	3538.21	2.57s	4.64s	0
4000	3617.01	3.04s	8.20s	0
