step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1997.54	12.58ms	40.48ms	0
2200	2197.40	23.47ms	52.61ms	0
2400	2375.10	22.65ms	64.77ms	0
2600	2581.29	32.72ms	120.96ms	0
2800	2795.47	47.79ms	441.09ms	0
3000	2962.31	43.82ms	92.16ms	0
3200	3154.05	48.27ms	134.14ms	0
3400	3354.23	109.01ms	223.74ms	0
3600	3546.19	232.24ms	440.83ms	0
3800	3624.91	1.47s	2.85s	0
4000	3646.94	2.45s	5.39s	0
