step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.70	17.20ms	50.24ms	0
2200	2193.99	22.29ms	54.62ms	0
2400	2370.44	23.97ms	57.38ms	0
2600	2579.35	30.59ms	67.90ms	0
2800	2795.71	37.28ms	83.52ms	0
3000	2959.01	62.63ms	143.49ms	0
3200	3164.69	93.67ms	243.46ms	0
3400	3353.91	662.76ms	2.19s	0
3600	3566.46	211.59ms	419.07ms	0
3800	3760.34	391.55ms	857.60ms	0
4000	3430.11	4.74s	9.56s	0
