step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1993.98	19.13ms	47.46ms	0
2200	2193.88	15.61ms	39.94ms	0
2400	2372.43	32.29ms	68.10ms	0
2600	2580.89	26.43ms	59.49ms	0
2800	2790.70	31.82ms	108.42ms	0
3000	2958.99	55.89ms	164.22ms	0
3200	3162.16	95.34ms	191.23ms	0
3400	3353.61	217.38ms	485.12ms	0
3600	3558.38	2.05s	3.27s	0
3800	3501.44	2.18s	4.53s	0
4000	3579.93	2.56s	6.15s	0
