step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.94	13.82ms	45.09ms	0
2200	2197.81	27.07ms	60.32ms	0
2400	2374.87	24.92ms	58.21ms	0
2600	2580.28	33.20ms	68.61ms	0
2800	2795.11	32.06ms	78.59ms	0
3000	2962.22	52.89ms	162.82ms	0
3200	3157.29	142.67ms	493.57ms	0
3400	3356.89	249.41ms	562.69ms	0
3600	3489.80	842.37ms	1.42s	0
3800	3596.05	1.87s	3.15s	0
4000	3532.26	3.17s	7.07s	0
