phase	time	jaeger_cpu	jaeger_mem	es_cpu	es_mem	col_cpu	col_mem
running	0s	1250m	63Mi	2466m	5343Mi	20m	42Mi
32m	39Mi
18m	40Mi
21m	42Mi
20m	44Mi
21m	39Mi
21m	41Mi
42m	65Mi
46m	64Mi
running	11s		927m	5373Mi	11m	42Mi
18m	40Mi
12m	42Mi
13m	43Mi
11m	45Mi
13m	41Mi
14m	43Mi
21m	65Mi
22m	65Mi
running	21s		927m	5373Mi	11m	42Mi
18m	40Mi
12m	42Mi
13m	43Mi
11m	45Mi
13m	41Mi
14m	43Mi
21m	65Mi
22m	65Mi
running	31s	880m	39Mi	1176m	5406Mi	41m	49Mi
44m	46Mi
48m	52Mi
40m	51Mi
39m	51Mi
39m	48Mi
79m	61Mi
53m	66Mi
39m	66Mi
running	42s	899m	39Mi	962m	5441Mi	33m	50Mi
50m	49Mi
44m	54Mi
37m	52Mi
35m	51Mi
34m	49Mi
78m	65Mi
50m	66Mi
35m	66Mi
running	52s	899m	39Mi	962m	5441Mi	33m	50Mi
50m	49Mi
44m	54Mi
37m	52Mi
35m	51Mi
34m	49Mi
78m	65Mi
50m	66Mi
35m	66Mi
running	62s	902m	38Mi	1107m	5494Mi	37m	50Mi
43m	49Mi
46m	56Mi
36m	52Mi
38m	53Mi
38m	51Mi
79m	65Mi
51m	60Mi
36m	62Mi
running	73s	1036m	89Mi	1022m	5515Mi	42m	53Mi
43m	50Mi
47m	56Mi
38m	53Mi
35m	54Mi
37m	52Mi
81m	67Mi
53m	61Mi
36m	64Mi
running	83s	5488m	344Mi	8676m	6356Mi	61m	55Mi
46m	54Mi
87m	68Mi
59m	60Mi
62m	55Mi
59m	55Mi
254m	86Mi
112m	70Mi
61m	67Mi
running	93s	5488m	344Mi	8676m	6356Mi	61m	55Mi
46m	54Mi
87m	68Mi
59m	60Mi
62m	55Mi
59m	55Mi
254m	86Mi
112m	70Mi
61m	67Mi
running	104s	5312m	322Mi	9821m	7311Mi	59m	61Mi
40m	54Mi
82m	69Mi
60m	61Mi
63m	61Mi
56m	61Mi
245m	92Mi
103m	76Mi
57m	67Mi
running	114s	5130m	371Mi	10241m	8252Mi	60m	62Mi
45m	55Mi
88m	71Mi
60m	62Mi
65m	65Mi
57m	62Mi
254m	88Mi
109m	74Mi
56m	68Mi
running	124s	5130m	371Mi	10241m	8252Mi	60m	62Mi
45m	55Mi
88m	71Mi
60m	62Mi
65m	65Mi
57m	62Mi
254m	88Mi
109m	74Mi
56m	68Mi
running	135s	5070m	364Mi	9971m	9099Mi	60m	65Mi
40m	55Mi
82m	68Mi
61m	63Mi
60m	66Mi
55m	64Mi
251m	90Mi
107m	77Mi
53m	69Mi
running	145s	270m	79Mi	4649m	7104Mi	9m	65Mi
11m	55Mi
10m	69Mi
10m	63Mi
8m	66Mi
9m	64Mi
15m	90Mi
11m	78Mi
9m	69Mi
running	155s	270m	79Mi	4649m	7104Mi	9m	65Mi
11m	55Mi
10m	69Mi
10m	63Mi
8m	66Mi
9m	64Mi
15m	90Mi
11m	78Mi
9m	69Mi
running	166s	1959m	192Mi	3433m	7388Mi	41m	66Mi
56m	55Mi
57m	71Mi
39m	63Mi
41m	66Mi
41m	64Mi
120m	83Mi
62m	74Mi
37m	69Mi
running	176s	2065m	181Mi	1704m	7565Mi	38m	66Mi
46m	55Mi
49m	71Mi
47m	65Mi
37m	66Mi
34m	64Mi
120m	81Mi
60m	71Mi
40m	66Mi
running	186s	2065m	181Mi	1704m	7565Mi	38m	66Mi
46m	55Mi
49m	71Mi
47m	65Mi
