step_rps	achieved_rps	mean_ms	p99_ms	non_2xx
2000	1996.66	20.95ms	56.42ms	0
2200	2195.94	25.59ms	59.52ms	0
2400	2371.30	27.59ms	62.85ms	0
2600	2579.43	28.85ms	62.24ms	0
2800	2792.02	38.43ms	74.18ms	0
3000	2962.98	58.13ms	126.14ms	0
3200	3163.73	82.36ms	216.70ms	0
3400	3355.15	531.44ms	1.09s	0
3600	3529.41	1.03s	1.71s	0
3800	3594.89	1.67s	3.26s	0
4000	3552.53	2.82s	6.73s	0
